r_vec,x_vec,xr_vec,e_vec,par_vec,reg_vec,par_dot_vec,u_vec,enc_u_vec
0.34,"[[0.144438125]
 [0.4928185625]]","[[0.14529762499999999]
 [0.4884575]]","[[-0.0008594999999999999]
 [0.0043610624999999995]]","[[1.875642080553125]
 [0.07728070428336085]]","[[0.9455]
 [0.4928185625]]","[[1.3813714816250002]
 [0.2879820999314532]]",[[1.811591858953125]],1453.0441403754
0.34750000000000003,"[[0.1494073125]
 [0.5009960625]]","[[0.1501341875]
 [0.4971856875]]","[[-0.000726875]
 [0.003810375]]","[[1.88956371481625]
 [0.08012982099931454]]","[[0.942]
 [0.5009960625]]","[[1.5492680126250002]
 [0.3295659500155899]]",[[1.8201139340156252]],1451.90718777031
0.35525,"[[0.1544579375]
 [0.509096]]","[[0.1552204375]
 [0.5058538124999999]]","[[-0.0007624999999999999]
 [0.0032421875]]","[[1.90499268012625]
 [0.08354565950015591]]","[[0.94675]
 [0.509096]]","[[1.6721831045937503]
 [0.3596515692070001]]",[[1.846068266]],1451.7859396862
0.36275,"[[0.15958999999999998]
 [0.5172924999999999]]","[[0.160304625]
 [0.5143515]]","[[-0.000714625]
 [0.002941]]","[[1.9217218310459376]
 [0.08709651569207001]]","[[0.9432499999999999]
 [0.5172924999999999]]","[[1.7608591000000002]
 [0.38625018570703135]]",[[1.8576951350000002]],1452.7351669325
0.3705,"[[0.16480381249999998]
 [0.5254418125]]","[[0.1653885]
 [0.522789125]]","[[-0.0005846874999999999]
 [0.0026526874999999997]]","[[1.9393585910000002]
 [0.09086250185707032]]","[[0.93975]
 [0.5254418125]]","[[1.8407325519843754]
 [0.4116597853313946]]",[[1.870094031984375]],1452.57653715889
0.3785,"[[0.1700989375]
 [0.5335525624999999]]","[[0.17072237499999998]
 [0.53122675]]","[[-0.0006234375]
 [0.0023258124999999998]]","[[1.957657325519844]
 [0.09486659785331394]]","[[0.9445]
 [0.5335525624999999]]","[[1.9618253183125003]
 [0.44327373487917193]]",[[1.899648980296875]],1452.55248057305
0.38625,"[[0.1754758125]
 [0.5417953125]]","[[0.17605656249999999]
 [0.5397244375]]","[[-0.00058075]
 [0.002070875]]","[[1.9773682531831251]
 [0.09918273734879172]]","[[0.93475]
 [0.5417953125]]","[[2.0209098118281252]
 [0.4685151599920899]]",[[1.902007622265625]],1453.33414473925
0.39425,"[[0.1809344375]
 [0.5498981875]]","[[0.1813904375]
 [0.5481620625]]","[[-0.00045599999999999997]
 [0.0017361249999999998]]","[[1.9974590981182812]
 [0.10393515159992091]]","[[0.9312499999999999]
 [0.5498981875]]","[[2.1146179527343754]
 [0.4994425886236681]]",[[1.9173612865]],1453.43569332357
0.40225,"[[0.186474]
 [0.557992625]]","[[0.1869743125]
 [0.5565996875]]","[[-0.0005003125]
 [0.0013929374999999999]]","[[2.018646179527344]
 [0.1089944258862367]]","[[0.92975]
 [0.557992625]]","[[2.1517035151718753]
 [0.5165143478442423]]",[[1.937754008625]],1453.43468063923
0.41025,"[[0.19209474999999998]
 [0.5661286875]]","[[0.19255581249999998]
 [0.5648068125]]","[[-0.0004610625]
 [0.001321875]]","[[2.0402670351517185]
 [0.11416514347844242]]","[[0.9262499999999999]
 [0.5661286875]]","[[2.1628371679687506]
 [0.528747422562633]]",[[1.9544617650468752]],1453.35158831571
0.41825,"[[0.19779687499999998]
 [0.5742690625]]","[[0.1981373125]
 [0.5730139375]]","[[-0.0003404375]
 [0.001255125]]","[[2.0618783716796876]
 [0.11953747422562634]]","[[0.9185]
 [0.5742690625]]","[[2.1586954400000002]
 [0.5398398017204884]]",[[1.96257215296875]],1453.43320746898
0.4265,"[[0.20357999999999998]
 [0.5823285625]]","[[0.2039685]
 [0.5811609999999999]]","[[-0.00038849999999999996]
 [0.0011675625]]","[[2.0835869544]
 [0.12489839801720488]]","[[0.9169999999999999]
 [0.5823285625]]","[[2.1876130241875003]
 [0.5556566404937696]]",[[1.9833605703125001]],1453.33274321791
0.43475,"[[0.20944393749999998]
 [0.5904342499999999]]","[[0.2098]
 [0.589368125]]","[[-0.0003560625]
 [0.001066125]]","[[2.1053761302418748]
 [0.1305565664049377]]","[[0.90725]
 [0.5904342499999999]]","[[2.119914371875]
 [0.551822322493422]]",[[1.9872665446250002]],1452.59610105184
0.443,"[[0.21538831249999998]
 [0.598418125]]","[[0.21562912499999998]
 [0.59734475]]","[[-0.00024081249999999998]
 [0.001073375]]","[[2.12669914371875]
 [0.13601822322493423]]","[[0.8995]
 [0.598418125]]","[[2.0926277203125005]
 [0.5568413053135157]]",[[1.9943964900000002]],1453.50567165369
0.45125,"[[0.221412125]
 [0.6063145]]","[[0.22170793749999998]
 [0.6052613124999999]]","[[-0.00029581249999999996]
 [0.0010531874999999999]]","[[2.147676277203125]
 [0.14156841305313517]]","[[0.8937499999999999]
 [0.6063145]]","[[2.0903823789062503]
 [0.5672092231667814]]",[[2.00534506425]],1452.87491588054
0.45975,"[[0.227514625]
 [0.6141629375]]","[[0.22778674999999998]
 [0.613177875]]","[[-0.000272125]
 [0.0009850625]]","[[2.1686538237890622]
 [0.14717209223166783]]","[[0.89225]
 [0.6141629375]]","[[2.1058953091718755]
 [0.5797881227325743]]",[[2.025502680046875]],1453.37602001538
0.46825,"[[0.233695875]
 [0.6220555]]","[[0.233865875]
 [0.6211544999999999]]","[[-0.00016999999999999999]
 [0.000901]]","[[2.189808953091719]
 [0.15304788122732574]]","[[0.8865]
 [0.6220555]]","[[2.1091343712187505]
 [0.5919567225770002]]",[[2.0363878665]],1452.43393564018
0.47675,"[[0.23995575]
 [0.6298995625]]","[[0.239945]
 [0.629131125]]","[[1.0749999999999999e-05]
 [0.0007684374999999999]]","[[2.210841343712188]
 [0.15891956722577003]]","[[0.8787499999999999]
 [0.6298995625]]","[[2.1189930900781255]
 [0.6075342698964298]]",[[2.0428505929375]],1453.11477509834
0.48525,"[[0.246293625]
 [0.6376523125]]","[[0.2462738125]
 [0.6370476875]]","[[1.98125e-05]
 [0.000604625]]","[[2.231939930900781]
 [0.16507534269896432]]","[[0.873]
 [0.6376523125]]","[[2.0835565261875004]
 [0.6087088755029298]]",[[2.0537486315625]],1453.20992309792
0.49375,"[[0.2527088125]
 [0.6453594375]]","[[0.25260024999999997]
 [0.64473375]]","[[0.00010856249999999999]
 [0.0006256874999999999]]","[[2.2528355652618752]
 [0.17108708875502932]]","[[0.863]
 [0.6453594375]]","[[2.0454239699375005]
 [0.6117983669870743]]",[[2.0544797138125]],1453.22146545502
0.5025000000000001,"[[0.2592003125]
 [0.6529211874999999]]","[[0.2589266875]
 [0.6524198124999999]]","[[0.000273625]
 [0.000501375]]","[[2.2732042396993752]
 [0.17711798366987078]]","[[0.85725]
 [0.6529211874999999]]","[[2.0582871465937504]
 [0.6270371880184923]]",[[2.0643106126875]],1453.39785127582
0.51125,"[[0.2657671875]
 [0.6604304999999999]]","[[0.265503125]
 [0.660105875]]","[[0.0002640625]
 [0.000324625]]","[[2.2938328714659377]
 [0.18327037188018488]]","[[0.8534999999999999]
 [0.6604304999999999]]","[[2.033656000875]
 [0.6294114002760001]]",[[2.078739514125]],1453.47366789731
0.52,"[[0.272409125]
 [0.6679339999999999]]","[[0.2720771875]
 [0.6675614375]]","[[0.0003319375]
 [0.0003725625]]","[[2.31408656000875]
 [0.18954411400275997]]","[[0.8434999999999999]
 [0.6679339999999999]]","[[1.9897259819062503]
 [0.6301944766237502]]",[[2.078432493]],1453.27746694159
0.52875,"[[0.279125375]
 [0.6752858749999999]]","[[0.27865124999999996]
 [0.675017]]","[[0.000474125]
 [0.00026887499999999996]]","[[2.3338972598190626]
 [0.19580194476623752]]","[[0.8354999999999999]
 [0.6752858749999999]]","[[1.9925689632187504]
 [0.6441505113667423]]",[[2.08224421003125]],1452.56627040901
0.5375,"[[0.28591456249999997]
 [0.6825299375]]","[[0.285475]
 [0.6824125]]","[[0.00043956249999999996]
 [0.00011743749999999999]]","[[2.3539256896321876]
 [0.20219150511366746]]","[[0.8275]
 [0.6825299375]]","[[2.0201876453125003]
 [0.6664667233953009]]",[[2.085976679859375]],1453.08606893269
0.5465,"[[0.2927756875]
 [0.6896675]]","[[0.29229875]
 [0.689808]]","[[0.0004769375]
 [-0.0001405]]","[[2.374201876453125]
 [0.20891466723395302]]","[[0.82575]
 [0.6896675]]","[[2.0204085605625]
 [0.6749368487632814]]",[[2.104677445]],1453.32641531073
0.55525,"[[0.29970837499999997]
 [0.6968488749999999]]","[[0.2991204375]
 [0.6970330625]]","[[0.0005879375]
 [-0.0001841875]]","[[2.3944540856056253]
 [0.2157493684876328]]","[[0.8135]
 [0.6968488749999999]]","[[1.9936337728125004]
 [0.6830600214389924]]",[[2.0982708947812503]],1452.62084683012
0.56425,"[[0.30671187499999997]
 [0.703824625]]","[[0.30594181249999997]
 [0.7041980624999999]]","[[0.0007700624999999999]
 [-0.00037343749999999996]]","[[2.414436337728125]
 [0.22258060021438988]]","[[0.8075]
 [0.703824625]]","[[2.0208991107812504]
 [0.7045295933400157]]",[[2.1063097290625]],1452.53295233376
0.57325,"[[0.3137848125]
 [0.7107418125]]","[[0.3130131875]
 [0.7113630624999999]]","[[0.000771625]
 [-0.00062125]]","[[2.4347089911078124]
 [0.22954529593340017]]","[[0.8015]
 [0.7107418125]]","[[2.01029259440625]
 [0.7130172079913556]]",[[2.11456737096875]],1453.4409364008
0.5825,"[[0.32092662499999997]
 [0.7176038124999999]]","[[0.3200821875]
 [0.7182975625]]","[[0.0008444374999999999]
 [-0.0006937499999999999]]","[[2.4548529259440626]
 [0.23663017207991358]]","[[0.7975]
 [0.7176038124999999]]","[[2.0145475040625005]
 [0.7250430766734728]]",[[2.1275558276093753]],1453.11074285394
0.5915,"[[0.32813706249999997]
 [0.7244585]]","[[0.3271515]
 [0.725292125]]","[[0.0009855625]
 [-0.000833625]]","[[2.474895475040625]
 [0.24400043076673475]]","[[0.78525]
 [0.7244585]]","[[2.0140590142968753]
 [0.7432074859800001]]",[[2.1202616240000003]],1452.7445580288
0.60075,"[[0.33541499999999996]
 [0.7311052499999999]]","[[0.33447018749999996]
 [0.7321665625]]","[[0.0009448124999999999]
 [-0.0010613125]]","[[2.4951405901429693]
 [0.2514320748598]]","[[0.78325]
 [0.7311052499999999]]","[[2.0745731762031254]
 [0.7745350951657501]]",[[2.138277532875]],1453.52083422875
0.60975,"[[0.342759625]
 [0.73779875]]","[[0.3417891875]
 [0.7391010625]]","[[0.0009704375]
 [-0.0013023124999999999]]","[[2.515995731762031]
 [0.2592453509516575]]","[[0.773]
 [0.73779875]]","[[2.0479601112500005]
 [0.7818302105006252]]",[[2.1361423259375]],1453.27768634783
0.619,"[[0.3501704375]
 [0.7443385625]]","[[0.34910549999999996]
 [0.745745]]","[[0.0010649375]
 [-0.0014064375]]","[[2.5364796011125]
 [0.26706830210500626]]","[[0.7647499999999999]
 [0.7443385625]]","[[2.0466130523125003]
 [0.7967448355006564]]",[[2.1385267711875002]],1453.45144971188
0.62825,"[[0.357646125]
 [0.7507725]]","[[0.356422125]
 [0.7524489999999999]]","[[0.001224]
 [-0.0016764999999999998]]","[[2.5569661305231253]
 [0.2749674483550066]]","[[0.7565]
 [0.7507725]]","[[2.0870591975937502]
 [0.8284516928685939]]",[[2.1408329375]],1453.12386626346
0.63775,"[[0.36518562499999996]
 [0.7571018749999999]]","[[0.3639884375]
 [0.7590929375]]","[[0.0011971875]
 [-0.0019910624999999998]]","[[2.577870591975937]
 [0.28328451692868595]]","[[0.7565]
 [0.7571018749999999]]","[[2.1111175051562503]
 [0.8450663241732814]]",[[2.16451698109375]],1453.20930682695
0.647,"[[0.3727889375]
 [0.7635404375]]","[[0.3715526875]
 [0.7655664375]]","[[0.00123625]
 [-0.002026]]","[[2.598861175051563]
 [0.2917006632417328]]","[[0.74825]
 [0.7635404375]]","[[2.0941999955468753]
 [0.8547443406125509]]",[[2.167277610140625]],1452.56462866965
0.65625,"[[0.380456125]
 [0.7698788125]]","[[0.379116625]
 [0.771979875]]","[[0.0013395]
 [-0.0021010625]]","[[2.619691999955468]
 [0.3002974434061255]]","[[0.73375]
 [0.7698788125]]","[[2.0651649186718752]
 [0.8666856840201876]]",[[2.153397675953125]],1453.19078728079
0.6657500000000001,"[[0.388185375]
 [0.77595425]]","[[0.3866805625]
 [0.7783933125]]","[[0.0015048124999999999]
 [-0.0024390625]]","[[2.6404016491867193]
 [0.3089168568402019]]","[[0.7294999999999999]
 [0.77595425]]","[[2.1304169820312504]
 [0.9063767373342814]]",[[2.16601461325]],1453.50379493278
0.67525,"[[0.39597543749999997]
 [0.7820343125]]","[[0.39449449999999997]
 [0.78480675]]","[[0.0014809374999999998]
 [-0.0027724374999999997]]","[[2.661804169820312]
 [0.31806376737334285]]","[[0.72525]
 [0.7820343125]]","[[2.14564559775]
 [0.9253998730504611]]",[[2.179121098875]],1453.49546633865
0.68475,"[[0.4038263125]
 [0.78812375]]","[[0.4023060625]
 [0.7909896875]]","[[0.00152025]
 [-0.0028659375]]","[[2.6832064559775004]
 [0.32725399873050465]]","[[0.721]
 [0.78812375]]","[[2.1537451088125006]
 [0.9416440992832033]]",[[2.1925367471875004]],1453.17853730596
0.69425,"[[0.41173818749999996]
 [0.7942254375]]","[[0.410117625]
 [0.797172625]]","[[0.0016205624999999998]
 [-0.0029471874999999997]]","[[2.704787451088125]
 [0.33666644099283205]]","[[0.7085]
 [0.7942254375]]","[[2.12931735371875]
 [0.9547233577745275]]",[[2.183770791078125]],1452.13394588054
0.70375,"[[0.41970999999999997]
 [0.8001195]]","[[0.41792918749999997]
 [0.8033555625]]","[[0.0017808124999999998]
 [-0.0032360625]]","[[2.7260431735371875]
 [0.3462972335777452]]","[[0.7]
 [0.8001195]]","[[2.1094150875000004]
 [0.9643881839699064]]",[[2.185241376875]],1453.12661186153
0.71325,"[[0.42774025]
 [0.8059114374999999]]","[[0.4259880625]
 [0.8092479375]]","[[0.0017521874999999998]
 [-0.0033365]]","[[2.747094150875]
 [0.3558938818396991]]","[[0.6895]
 [0.8059114374999999]]","[[2.1039684402187504]
 [0.9836154635328634]]",[[2.1809609717500003]],1453.12276611988
0.723,"[[0.435827625]
 [0.8115463125]]","[[0.4340469375]
 [0.8151403125]]","[[0.0017806875]
 [-0.003594]]","[[2.7680396844021873]
 [0.3658361546353286]]","[[0.6892499999999999]
 [0.8115463125]]","[[2.1633693078750005]
 [1.0188277182370549]]",[[2.204667063796875]],1453.25256493204
0.7325,"[[0.443972]
 [0.8173043124999999]]","[[0.44210612499999996]
 [0.8210927499999999]]","[[0.001865875]
 [-0.0037884374999999997]]","[[2.78963369307875]
 [0.3759382771823706]]","[[0.6745]
 [0.8173043124999999]]","[[2.1024883342500003]
 [1.01898671766318]]",[[2.1889927965]],1453.14398107511
0.74225,"[[0.4521725625]
 [0.8227930625]]","[[0.450162625]
 [0.826754625]]","[[0.0020099375]
 [-0.0039615625]]","[[2.8107748833425004]
 [0.38618986717663184]]","[[0.6679999999999999]
 [0.8227930625]]","[[2.1157445012500005]
 [1.0423429979076213]]",[[2.195384820390625]],1453.44851123544
0.75175,"[[0.4604278125]
 [0.8282364375]]","[[0.458469125]
 [0.8324165]]","[[0.0019586875]
 [-0.0041800625]]","[[2.8319074450125004]
 [0.3966734299790762]]","[[0.65525]
 [0.8282364375]]","[[2.1288832105156255]
 [1.0762986858328714]]",[[2.1842708065781253]],1452.94875694016
0.7615000000000001,"[[0.468736375]
 [0.8334619999999999]]","[[0.4667753125]
 [0.8380183124999999]]","[[0.0019610624999999997]
 [-0.0045563125]]","[[2.8532888321051564]
 [0.40751298685832865]]","[[0.6507499999999999]
 [0.8334619999999999]]","[[2.1471357152187505]
 [1.0999297508526251]]",[[2.1963882025]],1452.97829831395
0.77125,"[[0.4770973125]
 [0.8387040625]]","[[0.4750794375]
 [0.8434496874999999]]","[[0.0020178749999999997]
 [-0.004745625]]","[[2.874721357152188]
 [0.41849929750852627]]","[[0.64625]
 [0.8387040625]]","[[2.1714046045312503]
 [1.1271533652731642]]",[[2.2088048376562504]],1452.69638036324
0.781,"[[0.48551075]
 [0.84396525]]","[[0.4833835625]
 [0.8488810625]]","[[0.0021271874999999997]
 [-0.0049158125]]","[[2.896464046045313]
 [0.4297715336527316]]","[[0.6355]
 [0.84396525]]","[[2.1687597287500004]
 [1.152005814528]]",[[2.2034198161875]],1453.41261442279
0.7907500000000001,"[[0.49397599999999997]
 [0.8490689375]]","[[0.49193737499999995]
 [0.854252375]]","[[0.002038625]
 [-0.0051834375]]","[[2.9181875972875004]
 [0.44127005814528003]]","[[0.6267499999999999]
 [0.8490689375]]","[[2.1524418842500004]
 [1.166310491561961]]",[[2.203664856171875]],1453.0152516324
0.8005,"[[0.5024918125]
 [0.854074]]","[[0.5004888125]
 [0.8593931874999999]]","[[0.002003]
 [-0.0053191875]]","[[2.9397744188425]
 [0.45291310491561965]]","[[0.618]
 [0.854074]]","[[2.1539682003750005]
 [1.1906403824298752]]",[[2.2036610220000004]],1453.44183454471
0.81025,"[[0.5110571875]
 [0.8589799375]]","[[0.50904025]
 [0.8645339999999999]]","[[0.0020169375]
 [-0.0055540625]]","[[2.96128968200375]
 [0.46490640382429876]]","[[0.60925]
 [0.8589799375]]","[[2.1233407363750003]
 [1.1974054702934143]]",[[2.2035672334375]],1452.58224875215
0.82025,"[[0.519671125]
 [0.86378775]]","[[0.5175893125]
 [0.8694443125]]","[[0.0020818125]
 [-0.0056565625]]","[[2.98248340736375]
 [0.47697405470293414]]","[[0.6024999999999999]
 [0.86378775]]","[[2.1174472004687503]
 [1.2142178562842345]]",[[2.20898300675]],1453.52415258294
0.8300000000000001,"[[0.5283329375]
 [0.8685539999999999]]","[[0.5261386874999999]
 [0.8744146875]]","[[0.00219425]
 [-0.0058606875]]","[[3.003674472004687]
 [0.4891421785628424]]","[[0.59575]
 [0.8685539999999999]]","[[2.1320188655000005]
 [1.2432489555847501]]",[[2.214424107]],1453.21971017849
0.84,"[[0.5370421875]
 [0.8732797499999999]]","[[0.5349374375]
 [0.8792649375]]","[[0.00210475]
 [-0.0059851875]]","[[3.0250701886550004]
 [0.5016824895558475]]","[[0.589]
 [0.8732797499999999]]","[[2.0910954093750003]
 [1.240068870536672]]",[[2.2198931145625003]],1452.5896657638
0.84975,"[[0.5457985]
 [0.8779660625]]","[[0.543734125]
 [0.88394475]]","[[0.002064375]
 [-0.0059786875]]","[[3.04591095409375]
 [0.5141506887053668]]","[[0.576]
 [0.8779660625]]","[[2.0459161080000006]
 [1.2473166176213049]]",[[2.205990047640625]],1453.20691862444
0.85975,"[[0.5546004999999999]
 [0.8824219375]]","[[0.5525304999999999]
 [0.8885645]]","[[0.00207]
 [-0.0061425625]]","[[3.06645916108]
 [0.5267231661762131]]","[[0.5712499999999999]
 [0.8824219375]]","[[2.0151837367968755]
 [1.2450820768827073]]",[[2.2165538805781253]],1453.20297554718
0.8695,"[[0.5634471249999999]
 [0.8868941874999999]]","[[0.5613248125]
 [0.8930138125]]","[[0.0021223125]
 [-0.006119625]]","[[3.0866518373679694]
 [0.5392008207688271]]","[[0.5539999999999999]
 [0.8868941874999999]]","[[1.9468945346250004]
 [1.2466294452655706]]",[[2.188317190609375]],1453.07168732025
0.8795000000000001,"[[0.5723366249999999]
 [0.8909983125]]","[[0.5701188125]
 [0.8974030624999999]]","[[0.0022178124999999997]
 [-0.00640475]]","[[3.10621894534625]
 [0.5517162944526557]]","[[0.55325]
 [0.8909983125]]","[[1.9941856830937503]
 [1.2845601190538791]]",[[2.2101411314218753]],1453.35079336554
0.8895000000000001,"[[0.581267875]
 [0.89523725]]","[[0.578913125]
 [0.9018523749999999]]","[[0.00235475]
 [-0.0066151249999999995]]","[[3.1261918568309377]
 [0.5645956011905388]]","[[0.54425]
 [0.89523725]]","[[1.9524630634687503]
 [1.2845634526558283]]",[[2.206822990125]],1453.2418945654
0.89925,"[[0.5902409375]
 [0.899359375]]","[[0.58795475]
 [0.9060111249999999]]","[[0.0022861875]
 [-0.00665175]]","[[3.145774630634688]
 [0.5773456345265583]]","[[0.531]
 [0.899359375]]","[[1.9153745803125004]
 [1.2975539984589846]]",[[2.18954844921875]],1453.53469202012
0.90925,"[[0.5992539375]
 [0.9032288749999999]]","[[0.5969960624999999]
 [0.9101098125]]","[[0.002257875]
 [-0.0068809375]]","[[3.1649037458031253]
 [0.5902255399845899]]","[[0.524]
 [0.9032288749999999]]","[[1.8912198175000003]
 [1.3038910426251564]]",[[2.19159084346875]],1452.01659316812
0.91925,"[[0.6083053749999999]
 [0.9070419375]]","[[0.6060353125]
 [0.9140380625]]","[[0.0022700625]
 [-0.006996125]]","[[3.1839121981750003]
 [0.6032889104262515]]","[[0.519]
 [0.9070419375]]","[[1.8934482699375004]
 [1.323568180406883]]",[[2.199669048796875]],1453.4808279144
0.92925,"[[0.6173949375]
 [0.9108594999999999]]","[[0.6150745624999999]
 [0.9179663124999999]]","[[0.002320375]
 [-0.007106812499999999]]","[[3.202934482699375]
 [0.6164856818040689]]","[[0.5077499999999999]
 [0.9108594999999999]]","[[1.8694920873750003]
 [1.3413990463742815]]",[[2.18786813175]],1452.59237634771
0.93925,"[[0.6265216874999999]
 [0.9144846249999999]]","[[0.6241138125]
 [0.9218945624999999]]","[[0.002407875]
 [-0.0074099375]]","[[3.2216949208737495]
 [0.6299139904637427]]","[[0.50275]
 [0.9144846249999999]]","[[1.9000336798593753]
 [1.3823531916872112]]",[[2.19586012625]],1453.09682956111
0.94925,"[[0.63568475]
 [0.9181170624999999]]","[[0.6331530624999999]
 [0.9258228125]]","[[0.0025316875]
 [-0.00770575]]","[[3.240750336798594]
 [0.6438235319168721]]","[[0.4935]
 [0.9181170624999999]]","[[1.8720984804375003]
 [1.393069864189051]]",[[2.1903479839843754]],1453.45261665773
0.95925,"[[0.6448834999999999]
 [0.921623]]","[[0.642439625]
 [0.9294604999999999]]","[[0.002443875]
 [-0.007837499999999999]]","[[3.2594709848043752]
 [0.6576806986418906]]","[[0.48424999999999996]
 [0.921623]]","[[1.8636397568750003]
 [1.4186626361084378]]",[[2.18461040325]],1453.11852552257
0.9692500000000001,"[[0.6541166875]
 [0.92500275]]","[[0.6517261875]
 [0.9330981875]]","[[0.0023905]
 [-0.0080954375]]","[[3.2781363975687503]
 [0.6719366263610844]]","[[0.48124999999999996]
 [0.92500275]]","[[1.8591765500000004]
 [1.4293096242862502]]",[[2.1992596605]],1453.54874253993
0.9792500000000001,"[[0.6633840624999999]
 [0.9284606249999999]]","[[0.6610103749999999]
 [0.936505375]]","[[0.0023736875]
 [-0.00804475]]","[[3.2968417655]
 [0.6862930962428625]]","[[0.46575]
 [0.9284606249999999]]","[[1.7917775682187502]
 [1.428656484615469]]",[[2.17261741640625]],1453.3661920098
0.9892500000000001,"[[0.672684375]
 [0.93158625]]","[[0.6702945625]
 [0.9399125625]]","[[0.0023898125]
 [-0.0083263125]]","[[3.3146677756821874]
 [0.7005365648461548]]","[[0.46049999999999996]
 [0.93158625]]","[[1.8162654755625003]
 [1.4696243544806253]]",[[2.179018543125]],1453.26960358621
0.99925,"[[0.6820159375]
 [0.9347133125]]","[[0.67957875]
 [0.94331975]]","[[0.0024371874999999997]
 [-0.0086064375]]","[[3.332912654755625]
 [0.7151962435448063]]","[[0.45325]
 [0.9347133125]]","[[1.7932417560312504]
 [1.4791524457156995]]",[[2.1792359467656253]],1452.74440034469
1.00925,"[[0.6913784374999999]
 [0.9377806249999999]]","[[0.6888605624999999]
 [0.9464964375]]","[[0.0025178749999999997]
 [-0.0087158125]]","[[3.350932417560313]
 [0.7300415244571571]]","[[0.44175]
 [0.9377806249999999]]","[[1.7610572476875004]
 [1.495311486068516]]",[[2.16488410625]],1453.0288222536
1.01925,"[[0.700770625]
 [0.940645125]]","[[0.698142375]
 [0.949673125]]","[[0.00262825]
 [-0.009028]]","[[3.3686105724768747]
 [0.744953114860685]]","[[0.4365]
 [0.940645125]]","[[1.7848395244687503]
 [1.5384192816957893]]",[[2.171130868125]],1453.37133822109
1.02925,"[[0.7101915]
 [0.94351475]]","[[0.707673875]
 [0.95278975]]","[[0.002517625]
 [-0.009275]]","[[3.3863483952446876]
 [0.7603841928169579]]","[[0.427]
 [0.94351475]]","[[1.7531099346250003]
 [1.5494011793755784]]",[[2.163471717375]],1453.51969684015
1.03925,"[[0.719640375]
 [0.9462516875]]","[[0.7172029999999999]
 [0.955675875]]","[[0.002437375]
 [-0.0094241875]]","[[3.40378109934625]
 [0.7759940117937558]]","[[0.4175]
 [0.9462516875]]","[[1.7393020514062503]
 [1.5767372352371447]]",[[2.1553569345000003]],1453.32691239508
1.04925,"[[0.7291159374999999]
 [0.948854125]]","[[0.726732125]
 [0.9585619999999999]]","[[0.0023838125]
 [-0.009707875]]","[[3.4211430205140627]
 [0.7917673723523716]]","[[0.41625]
 [0.948854125]]","[[1.7439931933593753]
 [1.5900987567891878]]",[[2.17535056596875]],1452.53494300374
1.05925,"[[0.7386182499999999]
 [0.9516029374999999]]","[[0.736258875]
 [0.961217625]]","[[0.002359375]
 [-0.0096146875]]","[[3.4386899319335944]
 [0.8076509875678919]]","[[0.40675]
 [0.9516029374999999]]","[[1.6918745912500004]
 [1.5831794281114064]]",[[2.1673688352656253]],1453.22362291618
1.06925,"[[0.748147375]
 [0.9542183125]]","[[0.745785625]
 [0.9638732499999999]]","[[0.0023617499999999997]
 [-0.0096549375]]","[[3.4556687459125004]
 [0.8235817942811141]]","[[0.39099999999999996]
 [0.9542183125]]","[[1.6000724870000003]
 [1.561866084504758]]",[[2.13699703034375]],1452.87478738783
1.079,"[[0.7577009375]
 [0.9564811875]]","[[0.7553099999999999]
 [0.9662983749999999]]","[[0.0023909375]
 [-0.0098171875]]","[[3.47175072487]
 [0.8391186608450477]]","[[0.37925]
 [0.9564811875]]","[[1.5724299237343753]
 [1.5861910388036136]]",[[2.1191489038125]],1452.79366752968
1.089,"[[0.767276]
 [0.9585225625]]","[[0.7648340625]
 [0.9686634375]]","[[0.0024419375]
 [-0.010140874999999999]]","[[3.4874742992373444]
 [0.854861910388036]]","[[0.37575]
 [0.9585225625]]","[[1.5986190751875002]
 [1.6311060427971995]]",[[2.129725285296875]],1453.43965361303
1.099,"[[0.7768718124999999]
 [0.96062825]]","[[0.7743584375]
 [0.9710885625]]","[[0.002513375]
 [-0.010460312499999999]]","[[3.5034861907518753]
 [0.871061060427972]]","[[0.37024999999999997]
 [0.96062825]]","[[1.5839926044843753]
 [1.6437936195290472]]",[[2.13387808075]],1453.358818975
1.109,"[[0.7864886249999999]
 [0.962733375]]","[[0.7838804374999999]
 [0.9732831875]]","[[0.0026081875]
 [-0.0105498125]]","[[3.5193399260448444]
 [0.8874379361952904]]","[[0.3605]
 [0.962733375]]","[[1.5516275993750004]
 [1.6573800431223285]]",[[2.1231154953125]],1452.64732647214
1.119,"[[0.79612575]
 [0.96469025]]","[[0.7936521249999999]
 [0.97541775]]","[[0.0024736249999999997]
 [-0.0107275]]","[[3.53476627599375]
 [0.9040738004312233]]","[[0.35075]
 [0.96469025]]","[[1.5362704219531254]
 [1.6900207110660315]]",[[2.1118935485000003]],1453.5325172126
1.12875,"[[0.8057816875]
 [0.96649725]]","[[0.8034238125]
 [0.9775523125]]","[[0.0023578749999999997]
 [-0.011055062499999999]]","[[3.550112704219531]
 [0.9209002071106603]]","[[0.34299999999999997]
 [0.96649725]]","[[1.5179134648125003]
 [1.7107548604067815]]",[[2.10779396725]],1453.14797422825
