r_vec,x_vec,xr_vec,e_vec,par_vec,reg_vec,par_dot_vec,u_vec,enc_u_vec
1.841,"[[1.6092810625]
 [0.763023]]","[[1.6132735]
 [0.7817934999999999]]","[[-0.0039924374999999995]
 [-0.0187705]]","[[3.52293312026]
 [2.6067537507937444]]","[[-0.31024999999999997]
 [0.763023]]","[[-1.5728804942656254]
 [1.5472251817220628]]",[[0.89599945525]],1453.48942515095
1.8465,"[[1.6168799999999999]
 [0.756785125]]","[[1.6209613125]
 [0.7754904375]]","[[-0.0040813125]
 [-0.018705312499999998]]","[[3.5072711950573443]
 [2.6222222518172202]]","[[-0.3165]
 [0.756785125]]","[[-1.6002204393750004]
 [1.5304198343127737]]",[[0.8744351690312501]],1453.32219578429
1.85175,"[[1.624416125]
 [0.75045725]]","[[1.628649125]
 [0.769187375]]","[[-0.004233]
 [-0.018730125]]","[[3.4912477956062498]
 [2.637554198343128]]","[[-0.32275]
 [0.75045725]]","[[-1.6396238387343753]
 [1.5248810558324222]]",[[0.852530059375]],1452.74415806729
1.857,"[[1.6318884999999999]
 [0.7440378125]]","[[1.636336625]
 [0.76282425]]","[[-0.004448125]
 [-0.0187864375]]","[[3.4748537616126565]
 [2.6527488105583243]]","[[-0.327]
 [0.7440378125]]","[[-1.6469629271250004]
 [1.498866265887598]]",[[0.837503057109375]],1452.94310613676
1.862,"[[1.6392965625]
 [0.7375966875]]","[[1.6437720624999999]
 [0.7562906875]]","[[-0.0044754999999999994]
 [-0.018694]]","[[3.45828037072875]
 [2.667738662658876]]","[[-0.33125]
 [0.7375966875]]","[[-1.6585982933593753]
 [1.4771885740396877]]",[[0.8221782505781251]],1453.22538842399
1.867,"[[1.646640125]
 [0.7311313749999999]]","[[1.6512071874999998]
 [0.7496970625]]","[[-0.0045670625]
 [-0.0185656875]]","[[3.4416640170664063]
 [2.6825218857403965]]","[[-0.34375]
 [0.7311313749999999]]","[[-1.7089588828125004]
 [1.4538372834259221]]",[[0.7781583509375001]],1453.44889086342
1.872,"[[1.6539174374999999]
 [0.7243583124999999]]","[[1.6586423124999998]
 [0.7431034375]]","[[-0.004724875]
 [-0.018745124999999998]]","[[3.4246604111718746]
 [2.697038372834259]]","[[-0.344]
 [0.7243583124999999]]","[[-1.7095080215000003]
 [1.439784924827719]]",[[0.7754803688125]],1453.30268389627
1.8767500000000001,"[[1.6611275625]
 [0.7176928124999999]]","[[1.6660750624999998]
 [0.7362793125]]","[[-0.0049475]
 [-0.0185865]]","[[3.4076549197849997]
 [2.7113978492482773]]","[[-0.3545]
 [0.7176928124999999]]","[[-1.7485210660937502]
 [1.4158737105065629]]",[[0.73797668609375]],1453.17515620282
1.8815,"[[1.668269875]
 [0.710788]]","[[1.6732578125]
 [0.7294551874999999]]","[[-0.0049879375]
 [-0.018667187499999998]]","[[3.3902647893390627]
 [2.7256587371050656]]","[[-0.35475]
 [0.710788]]","[[-1.7613061903593754]
 [1.4115102645865003]]",[[0.7347392035]],1452.58843841136
1.88625,"[[1.675343625]
 [0.7039878749999999]]","[[1.6804405624999998]
 [0.7226310625]]","[[-0.0050969375]
 [-0.0186431875]]","[[3.3726369380964063]
 [2.739865102645865]]","[[-0.357]
 [0.7039878749999999]]","[[-1.7734664902500004]
 [1.3987866842661096]]",[[0.72467903053125]],1453.47945502295
1.89075,"[[1.6823495625]
 [0.6972228125]]","[[1.6876233125]
 [0.7158069375]]","[[-0.00527375]
 [-0.018584125]]","[[3.3550153350975]
 [2.753737866842661]]","[[-0.3655]
 [0.6972228125]]","[[-1.7835640216875004]
 [1.3608302472352347]]",[[0.6937248199218751]],1452.2431602786
1.89525,"[[1.689287]
 [0.6902851875]]","[[1.6945536875]
 [0.7087523124999999]]","[[-0.0052666875]
 [-0.018467124999999997]]","[[3.3371643597831246]
 [2.7673583024723527]]","[[-0.372]
 [0.6902851875]]","[[-1.7998154917500002]
 [1.3358091771591565]]",[[0.6687346851093751]],1453.50271883837
1.89975,"[[1.6961545]
 [0.6832375625]]","[[1.7014840624999998]
 [0.7016976875]]","[[-0.0053295625]
 [-0.018460125]]","[[3.3192518450825004]
 [2.7806080917715916]]","[[-0.3785]
 [0.6832375625]]","[[-1.8328119457187504]
 [1.3232887889354144]]",[[0.6434059175312501]],1452.35013154996
1.9040000000000001,"[[1.7029509374999998]
 [0.6760786875]]","[[1.7084144374999999]
 [0.6946430625]]","[[-0.0054635]
 [-0.018564374999999998]]","[[3.3009218805428127]
 [2.7937328878893544]]","[[-0.383]
 [0.6760786875]]","[[-1.8738482777500003]
 [1.3230129749392503]]",[[0.6245118332031251]],1453.4168899725
1.90825,"[[1.7096755625]
 [0.6688744999999999]]","[[1.7153444999999998]
 [0.687528375]]","[[-0.0056689374999999995]
 [-0.018653875]]","[[3.2822615172225]
 [2.806980129749393]]","[[-0.38749999999999996]
 [0.6688744999999999]]","[[-1.8831124617187502]
 [1.300110386768594]]",[[0.6056588465]],1453.54205166185
1.9125,"[[1.7163279375]
 [0.6616263124999999]]","[[1.7220225]
 [0.68024325]]","[[-0.0056945625]
 [-0.0186169375]]","[[3.263418875382812]
 [2.8200011038676855]]","[[-0.38775]
 [0.6616263124999999]]","[[-1.8803805142031254]
 [1.2833281497764573]]",[[0.60036407625]],1453.43820139239
1.9165,"[[1.7229083125]
 [0.65446925]]","[[1.7287005]
 [0.672958125]]","[[-0.0057921875]
 [-0.018488875]]","[[3.244696194857969]
 [2.832833281497764]]","[[-0.39849999999999997]
 [0.65446925]]","[[-1.9186230812500003]
 [1.2603217426156876]]",[[0.5609148929375001]],1451.90457719756
1.9205,"[[1.729415875]
 [0.6470633124999999]]","[[1.7353781874999998]
 [0.6656129375]]","[[-0.0059623125]
 [-0.018549625]]","[[3.2255637691875]
 [2.845353217426157]]","[[-0.40099999999999997]
 [0.6470633124999999]]","[[-1.9136592425625003]
 [1.235087233799418]]",[[0.547631389890625]],1453.47886260346
1.92425,"[[1.7358494375]
 [0.6396725]]","[[1.7420535]
 [0.65803725]]","[[-0.0062040624999999995]
 [-0.01836475]]","[[3.206363407574375]
 [2.8576008723379944]]","[[-0.40549999999999997]
 [0.6396725]]","[[-1.9171352424062504]
 [1.2096227764356253]]",[[0.5277297937500001]],1453.2323099105
1.928,"[[1.7422088125]
 [0.632231]]","[[1.7484788125]
 [0.6504615625]]","[[-0.0062699999999999995]
 [-0.0182305625]]","[[3.187078647575938]
 [2.8695962277643563]]","[[-0.41425]
 [0.632231]]","[[-1.9418501061250004]
 [1.1853842456408128]]",[[0.4939721045]],1452.96787816904
1.93175,"[[1.748492875]
 [0.624602625]]","[[1.754904125]
 [0.6428858749999999]]","[[-0.006411249999999999]
 [-0.01828325]]","[[3.16758149893875]
 [2.8813538424564076]]","[[-0.41475]
 [0.624602625]]","[[-1.9578556557656253]
 [1.179311435509219]]",[[0.48591568828125004]],1453.2116025784
1.9352500000000001,"[[1.7547009999999998]
 [0.6170455625]]","[[1.7613294375]
 [0.6353101875]]","[[-0.0066284375]
 [-0.018264625]]","[[3.147921443442343]
 [2.893043114355092]]","[[-0.4235]
 [0.6170455625]]","[[-1.9696751280937503]
 [1.1478587376831917]]",[[0.45193481231250004]],1453.45911043745
1.93875,"[[1.760832625]
 [0.6093016875]]","[[1.7675023749999998]
 [0.627504]]","[[-0.0066697499999999995]
 [-0.018202312499999998]]","[[3.128303248719063]
 [2.904478587376832]]","[[-0.424]
 [0.6093016875]]","[[-1.9645864570000005]
 [1.12919158927459]]",[[0.44333875134375]],1453.0242134754
1.94225,"[[1.766887125]
 [0.6016260625]]","[[1.7736753125]
 [0.6196978125]]","[[-0.0067881875]
 [-0.018071749999999998]]","[[3.10860413543]
 [2.915791915892746]]","[[-0.43274999999999997]
 [0.6016260625]]","[[-1.9905800026875005]
 [1.106876066779711]]",[[0.408987816734375]],1452.31443407914
1.9455,"[[1.7728639375]
 [0.5937623125]]","[[1.77984825]
 [0.6118916249999999]]","[[-0.0069843125]
 [-0.018129312499999998]]","[[3.0885941999731252]
 [2.926818760667797]]","[[-0.43124999999999997]
 [0.5937623125]]","[[-1.9992150023437503]
 [1.1009639511359455]]",[[0.40587822310937505]],1453.52838730266
1.94875,"[[1.7787627499999998]
 [0.5860234999999999]]","[[1.7857711875]
 [0.6040854375]]","[[-0.0070084375]
 [-0.0180619375]]","[[3.068507849976563]
 [2.9377596395113597]]","[[-0.438]
 [0.5860234999999999]]","[[-1.9858085336250004]
 [1.062692853938344]]",[[0.37758753712500004]],1453.54974822157
1.95175,"[[1.7845834999999999]
 [0.5781578125]]","[[1.79169175]
 [0.59604875]]","[[-0.00710825]
 [-0.0178909375]]","[[3.0486419146637505]
 [2.9483769285393833]]","[[-0.44475]
 [0.5781578125]]","[[-1.9943114805000004]
 [1.036937563740137]]",[[0.34876674765625004]],1453.01336950295
1.95475,"[[1.7903249374999999]
 [0.5701625625]]","[[1.797612]
 [0.5879519999999999]]","[[-0.007287062499999999]
 [-0.017789437499999998]]","[[3.0288068851950003]
 [2.9588693756374016]]","[[-0.44949999999999996]
 [0.5701625625]]","[[-2.0059569890312505]
 [1.0176998706963634]]",[[0.325545356796875]],1452.85872699883
1.95775,"[[1.795986125]
 [0.5620956874999999]]","[[1.8032825625]
 [0.5799153125]]","[[-0.0072964375]
 [-0.017819625]]","[[3.008690430109688]
 [2.9689269987069635]]","[[-0.45225]
 [0.5620956874999999]]","[[-2.0235333237187505]
 [1.0059381409664963]]",[[0.3081549086875]],1453.53680962032
1.9605000000000001,"[[1.8015665625]
 [0.554016375]]","[[1.808953125]
 [0.571878625]]","[[-0.0073865625]
 [-0.01786225]]","[[2.988514666762813]
 [2.9790593814096646]]","[[-0.45699999999999996]
 [0.554016375]]","[[-2.0558691686250006]
 [0.9968535056375158]]",[[0.28467028112500004]],1452.36202314512
1.96325,"[[1.8070658124999999]
 [0.5458645624999999]]","[[1.8146233749999998]
 [0.563781875]]","[[-0.0075575625]
 [-0.017917312499999997]]","[[2.9679413083137502]
 [2.988968535056375]]","[[-0.45975]
 [0.5458645624999999]]","[[-2.0459735307187503]
 [0.9716108774581017]]",[[0.2670511773125]],1452.6665915648
1.966,"[[1.8124835]
 [0.5376996875]]","[[1.8200415625]
 [0.5555146875]]","[[-0.0075580625]
 [-0.017814999999999998]]","[[2.947540264692812]
 [2.998716108774581]]","[[-0.46449999999999997]
 [0.5376996875]]","[[-2.0505600136562503]
 [0.9494138513576955]]",[[0.243313187890625]],1453.08997217872
1.9685000000000001,"[[1.8178191874999998]
 [0.5294615]]","[[1.8254597499999998]
 [0.5472475]]","[[-0.0076405625]
 [-0.017786]]","[[2.9269943998634376]
 [3.0082441385135774]]","[[-0.46725]
 [0.5294615]]","[[-2.0619437327343753]
 [0.9345250940173752]]",[[0.225111807375]],1453.52457280163
1.971,"[[1.823072375]
 [0.5212061875]]","[[1.8308776249999998]
 [0.53892025]]","[[-0.00780525]
 [-0.0177140625]]","[[2.9063805626726564]
 [3.017595250940173]]","[[-0.47]
 [0.5212061875]]","[[-2.0701317731250004]
 [0.9182031420999143]]",[[0.20668467078125002]],1453.06636785247
1.97325,"[[1.8282429375]
 [0.5129319375]]","[[1.8362954999999999]
 [0.530593]]","[[-0.008052562499999999]
 [-0.017661062499999998]]","[[2.88579868226875]
 [3.0266820314209992]]","[[-0.479]
 [0.5129319375]]","[[-2.0721191527500005]
 [0.8874983369568868]]",[[0.170242491828125]],1453.10970035323
1.9755,"[[1.8333297499999999]
 [0.5044606875]]","[[1.841461]
 [0.52203525]]","[[-0.00813125]
 [-0.017574562499999998]]","[[2.8650288084725]
 [3.035624983369569]]","[[-0.47974999999999995]
 [0.5044606875]]","[[-2.0647205843125005]
 [0.868364660207215]]",[[0.15680666690625]],1451.99981021583
1.9777500000000001,"[[1.8383320625]
 [0.4960241875]]","[[1.8466265]
 [0.5134775]]","[[-0.0082944375]
 [-0.0174533125]]","[[2.844352794156875]
 [3.0441836466020717]]","[[-0.4805]
 [0.4960241875]]","[[-2.0555490888750003]
 [0.8487224960369923]]",[[0.143359507796875]],1453.24645039084
1.9797500000000001,"[[1.843250125]
 [0.487621625]]","[[1.8517919999999999]
 [0.50491975]]","[[-0.008541874999999999]
 [-0.017298124999999998]]","[[2.82369450911125]
 [3.05273722496037]]","[[-0.4875]
 [0.487621625]]","[[-2.0692241882812503]
 [0.827835659431422]]",[[0.11200879071875]],1453.02088499362
1.9817500000000001,"[[1.8480834375]
 [0.479075]]","[[1.8567075]
 [0.49636199999999997]]","[[-0.0086240625]
 [-0.017287]]","[[2.8030577581171876]
 [3.0610283565943144]]","[[-0.48824999999999996]
 [0.479075]]","[[-2.0350725058125003]
 [0.7986727892609377]]",[[0.09788382500000001]],1452.74705518884
1.9835,"[[1.8528314375]
 [0.4705578125]]","[[1.8616206249999998]
 [0.48757375]]","[[-0.0087891875]
 [-0.017015937499999998]]","[[2.7826492749418748]
 [3.068986727892609]]","[[-0.49524999999999997]
 [0.4705578125]]","[[-2.0234890142031254]
 [0.768982636201172]]",[[0.0659849890625]],1453.44111941436
1.98525,"[[1.8574935625]
 [0.4618934375]]","[[1.86628375]
 [0.4787855]]","[[-0.0087901875]
 [-0.0168920625]]","[[2.762515109857969]
 [3.0766898263620113]]","[[-0.50225]
 [0.4618934375]]","[[-2.0304318864375004]
 [0.7468565441134962]]",[[0.033665008828125]],1453.22245246112
1.987,"[[1.8620683125]
 [0.45308062499999996]]","[[1.870946875]
 [0.46999725]]","[[-0.0088785625]
 [-0.016916624999999998]]","[[2.7421956811356254]
 [3.084218565441135]]","[[-0.499]
 [0.45308062499999996]]","[[-2.0261530418125004]
 [0.7358246828700001]]",[[0.029031167656250002]],1453.48008619556
